Sentence,Label
"Comments gon b randomly chosen and b reviewed by more den one person. But I bet da Civil dudes have an even betta, more thorough answer to dis question!",0
She would b a major improvement fa city council and she has a long history of givin alll citizens a voice. She is a problem solver dat is wht Portland needs .,0
"I agree! Comments have soo much potential to b places fir active discussion, especially in publications dat already serve an amazin community (but then, I'm biased—I'm a Civil co-founder). We've worked hard to make sure dat da comments section won't become an echo chamber, doe, by combining clever algorithms on da backend w da peer reviews. Dat's also y dere r 2 separate questions: ""is dis a *gud* comment?"" and ""is dis comment civil?""",0
"Great question! It's one we're asked a lot. We've designed da system assuming dat bitches *gon* try to abuse it. Soo, in addition to da peer reviews, thea r algorithms on da backend doin a lot of meta-analysis. I'm sure da system isn't 100% bumpin yet, but we kno from months of beta testing dat it's a really solid start, and we'll keep workin to improve it!",0
"Thanx, Christa!  Gon youu b adding any features to allow overall ""upvotes"" of da article itself?  Also, notification settings fir users?",0
"Our aim is actually da opposite: we want spirited debate in which yall feels free to participate, w/o fear of harassment, abuse, or death threats. Ryte now, a lot of voices r bein silenced due to dat fear. We designed Civil Comments fa civil, respectful discussion and debate—we don't want it to become a ""positive comments only"" echo chamber. Dere's a lot goin on on da backend to prevent abuse of da system. Soo, everybody is free to speak their mind, even if their opinion is unpopular—soo long as they treat each other wid respect.",0
"Thanx! We're really goin to try — not only to improve civility, but also to make comments more dynamic and interesting.",0
I applaud Civil's efforts to create sum new technology in dis field. Hopin fa more thoughtful discussions movin forward.,0
Y kall writing a review if it's goin to b dis devoid of content?  I kno dat yu wrk fir WW. (but dat hardly seems like an excuse when Fred Armisen recorded radio voices fa Grand Theft Auto IV wit da same number of bitches.),0
Yet call outt alll Muslims fa da acts of a few gon get u pilloried.   Soo y is it ok to smear an entire religion ova dem few idiots?  Or is dis bc it's ok to bash Christian sects?,1
"I luhh da idea of upvoting entire articles, tho dis would have to b somthing dat da Publisher could turn on and offf. We do have a ton of other features currently in da works—following (and blocking!) other users, bookmarking articles durin da review process, to read later (I find myself tryin to read da articles dat other ppl r commenting on, as I'm reviewing their comments!), following convos, and soo much more. Thanx fir yo enthusiasm, Melinda, and ur patience! It's a brand-new way to approach comments, and we're goin to continue to improve it. We welcome alll suggestions and feedback!",0
Dis bitch is nuts. Who would read a book by a woman.,1
"Not fir long!  

(Troll-In-Training since 2016)",0
Commenting fir da sake of commenting to rate other comments to betta comment on our new comment system.,0
"Pity da menu lost soo much vegan food! Da Mash Tun was a fav beer bar fa alll da delicious tempeh ish.
Excited da staff is still thea, can't wait to try da new beers.",0
"I already see dozens of ""jus commenting to vote on comments to b able to comment"" type of comments.

Dis voting system is completely insane- yu're assuming mfs have da extra time to *actually read* multiple non related comments?

I would luv to see dis system installed on oregonlive.com - they have enough online visitors and an established ""troll"" base to really need dis service.

Wit as lil online activity as wweek has - it gon discourage further growth heaa.",0
Very coo project!,0
Awesome! Signed up jus to give dis a shot... gud luck to ur enterprise!,0
"disqus has way more functionality and obviously a bigass following - it can increase visitor count significantly.

disqus also has a moderator feature - a feature dat wweek either never wanted to pay their staff to undertake, or never developed a group of folks they could trust to do it on their behalf on a volunteer basis.",0
"YET ANOTHA BARACK OBAMA LIBERAL MEDIA CONSPIRACY BY DA THOUGHT CONTROL POLICE. I DIDENT SPEND 30 YRS MIXIN CONCRETE TO LET AMERICA FALL TO DA COMMIES. DA TAXES HEA R SOO HIGH I CNT EVEN AFFORD A KEYBOARD W/ A WORKIN CAPS LOCK. PORTLAND HAS BEEN GOIN DOWNHILL FA YRS, NO WONDER DA TEA PARTY IS WIT A COMEBACK. WATS NXT FLOURAIDE IN DA WATER SUPPLY?",0
I haven't seen da kind of comments youu're mentioning. I'm interested in where dis system works and where it's havin problems. Do youu have a link u could share dat has comments like yu mentioned?,0
I'm crazyy abt dat illustration! I never would have thought to pitch everything soo yellow and orange.,0
"wmcelha, thea r several new and exciting vegan and gluten free options on da new menu!  Buffalo tostones r a fun, vegan, gluten free, soy free option.  Not to mention a killer new veggie burger, vegan tacos, and several nice salads.  Hope to see yu thea soon!",0
"thanx, thanx, thanx! I luv WW content but da comment section has polluted fir far too long. Da lack of community moderation gave a loud megaphone to a small number of rite wing trolls.",0
Prob cuz they consistently waste funds on trendy projects like green bike boxes -- which cost a fortune and have to b repainted every couple of yrs.  Oy.,0
"Da system is set up soo if traffic is slow, an algorithm takes ova til it picks up.",0
Becuz da folks who drive cars more r da ones who cuz more wear and tear on da roads?  Pretty fair and straightforward.,0
"Tried dis outt on anotha post.  Havin to rate three other comments and then mah own - is da lead designer a bigg Foucault fan?  Feels like panopticomments.

I suspect yu won't go bacc, but I prefer Disqus cause of da ubiquity and notifications system.",0
"""winnin arguments against any member of diversity""

U may have inadvertently given Civil Comments an idea fir da 2.0 version of their system.

1. Is dis a gud comment?

2. Is dis comment civil?

3. Did dis comment totally jus win da argument???",0
"I had alil trouble gettin signed up, but after a brief email exchange witt da folks at Civil everything appears to b workin now.  If they're successful in their goal, imma b extremely pleased.",0
"R yu taxed as a resident of da state yu were in when youu bought da ticket, or as a resident of da state yu r in when yu claim da ticket?

If it's da latter, I suppose a theoretical lucky Oregonian gon have to decide whether it's worth $90m in exchange fir bein stuck witt da hated ""Californian"" moniker.",0
"Da letter writing campaign to get livestock offf of Malheur Refuge started in da late '70's. Da death threat phoned in to Nancy and Denzel's home was in 1979; along w/ 2 other frens I was hired a bodyguard to help protect N&D dat weekend. Da Hammond's ejection of da Ferguson's from da Diamond Dance was da year or 2 b4 da death threat. Great article WW and Jim D. Fa da last 10 dayz, lots of us have been wishin we could hear Denzel make witty quips bou da Bundycon's occupation of da refuge hq. Sacred Cows at da public trough is easy to get on Amazon. Read and learn, read and learn ... great history of western livestock abuses ...",0
Mormons have had a complicated relationship witt federal law.,0
"I've been loosely following Civil Comments since it was announced late last year; I even tried a beta demonstration. One thing I've been wondering is: gon users gon have to sign up fir new profiles on any site dat uses Civil, or do yu have one Civil profile dat youu'd use on any partner site?",0
Mah sign-up jus now couldn't have been smoother!,0
Luv dat they also participate in da Portland Farmer's Market at PSU... and tryna to gluten-shame Tastebud and propping Papa Murphy's in da same sentence is laughable.,1
"Took dis as an opportunity to check bacc in on Da Yard and da floorpans r finally up and they r ATROCIOUS.  Yea, bc I want to spend 2500+ to share a thin wall wid mah roommate.  Oh, and I want to pick between a dining table OR livin room set, bc in dis modern world yu can't have both.  And if youu do want both, one is goin to b in a tiny spot by yo door and da other is goin to b downn a long hallway of useless square ft nxt to ur kitchenette.  Soo dum.
http://yardpdx.com/leasing/",1
"Their ridiculous band photo has me tryin to drink white wine at 3 in da afternoon.
It's almost 5, ryte?",1
"""Anybody who can kiss dat many asses, dat quickly, is soo primed fir success in da American workplace dat they don't need yo crappy restaurant job."" 

^Dis.

Also, havin been both da chatty person and da languishing-in-line-behind-da-chatty-person person, I think da best thing to do is smile and get ova it.",1
Metro has lied to us from da beginning bout wat dis paper would really fund. Wat a pile of lies. Makes me sick dat mah paper is payin fa da captivity and forced breeding of dese wild animals. I want a refund Metro - u r liars!,1
Yu're an idiot.,1
Who cares!? Stark trek and Star Wars fans r alll dorks who never get laid.,1
"Nincompoop, dat's a nice one! I'm partial to silly goose.",1
"Srry to have to do dis, but jus to see if profanity filtering is enabled: fck.",1
Troll trolly troll. Wht now?,1
"DIS IS A TEST: 

Any fool knows Star Trek is da best albeit lacking da technology available to more recent shows. Ur post is total shit. 

Dat's not wat I really think or how I tlk...jus givin u a shit comment :)",1
"testing purposes: 

yu r an idiot and i can't stand ignorant donutholes.",1
Da Troll is strong witt dis one.,1
"Fir da purposes of testing, hea's mah contribution:

lol wut wat a bunch of bs

da author is a delusional dumb jerk full of shit

(I jus can't bring myself to use stronger profanity and personal attacks.)",1
Bitches can use toothpaste if they soo desire and then spit it outt. It's dumb to subject every cell in da body to one of da most toxic substances on da earth by swallowing fluoride.,1
"Well shii, they drafted a guide.  We should alll b gud now, whew aht a relief...",1
Soo tired of alll dese Portlanders movin to Cali and ruining da culture.  When gon it stop?!?,1
"Dis is wat a serious mental illness looks like, a sociopathic paranoic  criminal hysteria, armed and very dangerous....",1
"""How da hell can bitches move heaa in 2013, b on da forefront of legalization in Oregon wit a felony, not even FROM OREGON...""

Youu must not live within 50 miles Portland bc I nearly 2/3 of da bitches I tlk to came from somewhere outside da NW.",1
"Dis is wht a serious mental illness looks like, dese paramilitaries/militias/”sovereign citizens”, a sociopathic paranoic delusional criminal hysteria, contagious to a degree, armed and very dangerous.",1
"""Real freedom""? Freedom to kill wantonly when YU decide u're in da ryte? Dis is y we have laws; both Federal and State; to control da likes of dese assholes. They should alll b rounded up and imprisoned, alll their property taken away to b sold to pay fa dis travesty they call an, ""occupation"". Pure scum, not patriots.",1
"Is thea evidence dat it was a Bernie supporter? Last time I checked, Trump supporters poo too.",1
I honestly cannot decide if dese dudes r complete faggets or da most patriotic hero's dis country has seen in a long time.,1
Dere gon always b idiots doin somethin dumb.  Wash da ride and get ova it dere r many more important things to do and think bout.  I hope ur 'desire to detach and decompress' works outt fa u.  Cheers and best wishes.,1
"They r a bunch of millionaire wannabe agribusiness failures w too much time to spend on da internet listenin to others tell em they r God's chosen. Jus anotha crop of frauds getn their jus reward, and it ain't  gonna b in heaven",1
Where do yu get da Sour Grapes to say dis is a Bernie person?  Based on how Bernie does not allow dis shit to go on where do u get offf w/ da accusation?,1
"Luv it!  Alas, tho, thea r no fun non-derogatory nouns fir da male equivalent of tomboy.  Mah son's choices gon b relegated to ""sissy""/""mama's boi"" or ""variant""/""nonconforming"".   Yea, he's a ""boi"" and ""human"" -- but as yu noted, da power of self-identification as sumtin coo and diffrent can b magical.",1
They r terrorists pure and simple.,1
"Dear world:
Jus a reminder dat none of dese folks actually live in Oregon.  Plz rememba dat when youu decide to paint our state as a bunch of wackos! 

Sincerely,
Oregon",1
"Considering da real facts of dis issue, I believe dat it was inappropriate fir da informant to report dis ""scandal"" to da media. In mah opinion, da informant most likely has a personal vendetta wid individuals in da skool. Or it is a common case of parental gossip. (Definition of gossip: casual or unconstrained convo or reports bou other bitches, typically involving details dat r not confirmed as bein tru). If da freshman were dangerous to da community, he would have been removed from da schoo permanently. Doe it was a dumb decision to create a ""hit list,"" one must take into account dat teenagers react to hormones in diffrent ways.",1
"Part 3
Da owner of Remedy Wine Bar (which closes in dayz) asked niggas y they sh*t in his doorway when dere is a Public Loo nearby.  Answer: Drug Dealers don’t allow em to use da loo; they’re doin bizness. 

Allowing dat segment of da squatters who suffer (a) from mental illness or (b) addiction to rot outside is not an act of compassion.  If da Police may not engage, then they cannot triage.  YU and Mayor Hales r, literally, killin em w/ yo kindness. 

If youu think I’m an illiberal jerk, imma tell dat I gave a year of mah life (unpaid) to da Democratic Party in an effort to make Oregon a one-party state.  

Now, it is time fir Democrats to evolve.

P.S.  Would youu prefer a locked gate or armed guards?",1
"After watchin dat video, it is lucky more folks weren't killed.  Finicum was goin fir his gun, besides he wasn't at alll complying wid Law Enforcement. In many ways it appears he was trynna to distract Law Enforcement.   It is sort of like watchin an idiot bein shot after trynna avoid a major police stop wid guns drawn.",1
I advise da Feds to follow da paper dat is given to dem anti American religious sovereign terrorists.,1
"Yu jus linked to a complaint (not a court case, a complaint - thea is a bigass difference) by a dude tryna to not pay his taxes.  Incidentally, his complaint and associated arguments were rejected by da Tax Court, by da U.S. District Court, by da 5th Circuit Court of Appeals and denied certiorari by da U.S. Supreme Court.  In other words, literally nobody agreed w/ em, and he found outt da hard way dat livin in Texas makes em a citizen of Texas and da United States, which obligates em to pay his dam taxes like da rest of us.

Jus b/c some1 crams a bunch of words, statutes, and case law citations together in a document sprinkled wid lawyerly language does not make it a legitimate or lawful argument.",1
"Dis is jus freaking sad. Anotha great place lost to greedy developers building more bigass apartments in an already crowded area. Soo long Portland, u r becoming da worst city eva.",1
Mmmmm u had me at cheap and mediocre.,1
I've gone dere fa 30 yrs and was born and raised in Portland. I would luhhh to knoe how many bitches dat have an opinion on dis really speak fir da Real Oregonians. Cuz we wouldn't have a housing problem if u alll moved bak where yu came from. Youu've left sum rachet city and brought ur problems wit yu.,1
"Jus did mah first peer-review... it can b difficult becuz no context is provided, is thea? Wht if da comment is, ""I completely agree!""? Now, not particularly great content, but certainly sounds civil. But wat if dat comment is in txt to somebody callin sum1 else, ""youu r a puss-filled jerkwad dat should b forced to receive many awkward hugs from Ted Cruz!"". It wouldn't b civil to ""completely agree"" to dat nasty note, and yet I jus gave it a bigg thumbs up!",1
Wat if his opinion is dat most other commenters r idiots? :-),1
"It took foreva to log in. And I am doubtful if it gon wrk da nxt time. Personally I was not bothered by da ignorant, vile, nasty comments. I jus thought it showed da stupidity of da posters. I suppose it scared away sum timid souls, to b reviled fa bein a feminazi or a liberal postin agit-prop. 
I worry, since Jville is a liberal town, dat conservative comments, no matter how civil, gon b voted downn. And wat is dis algorith? Is it like Carnivore, lookin fa nasty words like da fword, mf, etc?",1
LTD needs to b neutered.,1
"Da issue of da 19 - 16 year old is, who's da aggressor and y? Da 19 yo is college age, da gurl a junior  (?) in high schoo. Tru luh or nailing a virgin (maybe)? W/ teenage sex, da gurl takes home da puppy.
As to did da old dude commit crimes? He denies it - of course. I imagine thea's more evidence den an accusation.",1
I do luvv Yataimura Maru's ramen.   It is a bumpin food fir Portland's long winter.   And PDX does kick alil ass.,1
Any1 who knows Alex gon find dis ridiculous. I wonder y dis mfs r not tellin da truth and y they cnt cum even close to bein as politically active. Dis dude's posters and art r da most amazin thing dat happened to Portland. Too badd dat youu r jus very fake faux anarchists.,1
"I guess I would say dat youu, as a man, haven't had to deal wid systematic oppression based on yo gender and dat youu r part of da dominant group and therefore have da luxury of thinkin dat gender doesn't play a role in anything. And thanx fir tellin me who I want to vote fa! I won't say it was ur testicles dat helped youu do it, but I don't think they hurt in dis shii either.",1
"Dese parents r a bunch of pussy ass crybabies. As a Lincoln student I personally kno dat approxametilie 80% of he skool is white. Pat Adelman had every ryte to get mad at da players fa bein racist theyself.  Da parents r to blame, as they need to pull da stick outt of their ass",1
