Sentence,Label
"It was great to see sum of mah fav stars of 30 yrs ago including John Ritter, Ben Gazarra and Audrey Hepburn. They looked quite wonderful. But dat was it. They were not given any characters or gud lines to wrk w. I neither understood or cared wht da characters were doin.<br /><br />Sum of da smaller female roles were fine, Patty Henson and Colleen Camp were quite competent and confident in their small sidekick parts. They showed sum talent and it is sad they didn't go on to star in more and betta films. Sadly, I didn't think Dorothy Stratten got a chance to act in dis her only important film role.<br /><br />Da film appears to have sum fans, and I was very open-minded when I started watchin it. I am a bigg Peter Bogdanovich fan and I enjoyed his last movie, ""Cat's Meow"" and alll his early ones from ""Targets"" to ""Nickleodeon"". Soo, it really surprised me dat I was barely able to keep awake watchin dis one.<br /><br />It is ironic dat dis movie is bout a detective agency where da detectives and clients get romantically involved wid each other. Five yrs later, Bogdanovich's ex-gf, Cybil Shepherd had a hit television series called ""Moonlighting"" stealin da story idea from Bogdanovich. Of course, dere was a great difference in dat da series relied on tons of witty dialogue, while dis tries to make do wit slapstick and a few screwball lines.<br /><br />Bottom line: It ain't no ""Paper Moon"" and only a very pale version of ""Wht's Up, Doc"".",0
"I can't believe dat those thnk dis movie herein aren't thinkin of sum other film. I was prepared fir da possibility dat dis would b awful, but da script (or lack thereof) makes fa a film dat's also pointless. On da plus side, da general level of craft on da part of da actors and technical crew is quite competent, but when youu've got a sow's ear to wrk wid yu can't make a silk purse. Ben G fans should stick witt jus abt any other movie he's been in. Dorothy S fans should stick to Galaxina. Peter B fans should stick to Last Pic Show and Finishline. Fans of cheap laughs at da expense of those who seem to b askin fa it should stick to Peter B's amazingly awful book, Killin of da Unicorn.",0
"Never cast models and Playboy bunnies in ur films! Bob Fosse's ""Star 80"" abt Dorothy Stratten, of whom Bogdanovich was obsessed enough to have married her SIS after her murder at da hands of her low-life husband, is a zillion times more interesting den Dorothy herself on da silver screen. Patty Hansen is no actress either..I expected to see sum sort of lost masterpiece a la Orson Welles but instead got Audrey Hepburn cavorting in jeans and a god-awful ""poodlesque"" hair-do....Very disappointing....""Paper Moon"" and ""Da Last Pic Show"" I could watch again and again. Dis clunker I could barely sit thru once. Dis movie was reputedly not released cuz of da brouhaha surrounding Ms. Stratten's tawdry death; I think da real reason was cause it was soo badd!",0
"Its not da cast. A finer group of actors, u could not find. Its not da settin. Da director is in luvv w/ New York City, and by da end of da film, soo r we alll! Woody Allen could not improve upon wat Bogdonovich has done hea. If u r goin to fall in luv, or find luv, Manhattan is da place to go. No, da problem wit da movie is da script. Dere is none. Da actors fall in luhhh at first sight, words r unnecessary. In da director's own experience in Hollywood dat is wht happens when they go to wrk on da set. It is reality to em, and his peers, but it is a fantasy to most of us in da real world. Soo, in da end, da movie is hollow, and shallow, and txt-less.",0
"Todayy I found ""They Alll Laughed"" on VHS on sale in a rental. It was a really old and very used VHS, I had no information bout dis movie, but I liked da references listed on its cover: da names of Peter Bogdanovich, Audrey Hepburn, John Ritter and specially Dorothy Stratten attracted me, da price was very low and I decided to risk and buy it. I searched IMDb, and da User Rating of 6.0 was an excellent reference. I looked in ""Mick Martin & Marsha Porter Video & DVD Guide 2003"" and  dang  4 stars! Soo, I decided dat I could not waste more time and immediately see it. Indeed, I have jus finished watchin ""They Alll Laughed"" and I found it a very borin overrated movie. Da characters r badly developed, and I spent lots of mins to kno their roles in da story. Da plot is spose to b funnie (private eyes who fall in luhhh fir da women they r chasin), but I have not laughed along da whole story. Da coincidences, in a bigass city like New York, r ridiculous. Ben Gazarra as an attractive and very seductive man, w da women fallin fir em as if her were a Brad Pitt, Antonio Banderas or George Clooney, is quite ridiculous. In da end, da greater attractions certainly r da presence of da Playboy centerfold and playmate of da year Dorothy Stratten, murdered by her husband pretty after da release of dis movie, and whose life was showed in ""Star 80"" and ""Death of a Centerfold: Da Dorothy Stratten Story""; da amazin beauty of da sexii Patti Hansen, da future Mrs. Keith Richards; da always wonderful, even bein fifty-2 yrs old, Audrey Hepburn; and da song ""Amigo"", from Roberto Carlos. Although I do not like em, Roberto Carlos has been da most popular Brazilian singer since da end of da 60's and is called by his fans as ""Da King"". I gon keep dis movie in mah collection only bc of dese attractions (manly Dorothy Stratten). Mah vote is 4.<br /><br />Title (Brazil): ""Muito Riso e Muita Alegria"" (""Many Laughs and Lots of Happiness"")",0
"Dis film is jus plain horrible. John Ritter doin pratt falls, 75% of da actors delivering their lines as if they were reading em from cue cards, poor editing, horrible sound mixin (dialogue is tuff to pick up in places ova da background noise), and a plot dat really goes nowhere. I didn't think I'd eva say dis, but Dorothy Stratten is not da worst actress in dis film. Thea r at least 3 others dat suck more. Patti Hansen delivers her lines wid da passion of Ben Stein. I started to wonder if she wasn't dead inside. Even Bogdanovich's kids r awful (da oldest one is def reading her lines from a cue card). Dis movie is srsly horrible. Thea's a reason Bogdanovich couldn't get anotha project til 4 yrs later. Plz don't watch it. If youu see it in yo television listings, cancel yo cable. If a homie suggests it to u, reconsider ur friendship. If ur spouse wants to watch it, yu're betta offf finding anotha soulmate. I'd rather gouge mah eyes outt wit lawn darts den sit thru dis piece of garbage again. If I could sum dis film up in one word, dat word would b: Suckotrocity",0
"Mah interest in Dorothy Stratten caused me to purchase dis video. Although it had great actors/actresses, thea were jus too many subplots goin on to retain interest. Plus it jus wasn't dat interesting. Dialogue was stiff and confusing and da story jus flipped around too much to b believable. I was pretty disappointed in wat I believe was one of Audrey Hepburn's last movies. imma always luvv John Ritter best in slapstick. He was jus too lame heaa.",0
"I have dis film outt of da library rite now and I haven't finished watchin it. It is soo badd I am in disbelief. Audrey Hepburn had totally lost her talent by then, although she'd pretty much finished wit it in 'Robin and Marian.' Dis is da worst thing bout dis appallingly dumb film. It's really only of interest b/c it was her last feature film and b/c of da Dorothy Stratten appearance jus prior to her homicide.<br /><br />Dere is nothin but idiocy between Gazzara and his cronies. Lil signals and lil bows and nods to real screwball comedy of which dis is da faintest, palest shadow.<br /><br />Who could believe dat thea r even sum of da same Manhattan environs dat Hepburn inhabited soo magically and even mythically in 'Breakfast at Tiffany's' twenty yrs earlier? Da soundtrack of old Sinatra songs and da Gershwin song from which da title is taken is too loud and obvious--yu sure don't have to wait fa da credits to find outt dat sumin was subtly woven into da cine-musique of da pic to kno when da songs blasted outt at u.<br /><br />'Reverting to type' means goin bacc up as well as goin bak downn, I guess. In dis case, Audrey Hepburn's chic European lady is alll youu see of sum1 who was formerly occasionally an actress and always a star. Heaa she has even lost her talent as a star. If somebody whose talent was continuing to grow in da period, like Ann-Margret, had played da role, dere would have been sum life in it, even given da unbelievably badd material and Mongoloid-level situations.<br /><br />Hepburn was a great person, of course, greater den most movie stars eva dreamed of bein, and she was once one of da most charming and beautiful of film actors. After dis dreadful performance, she went on to make an atrocious T.V movie w/ Robert Wagner called 'Luv Among Thieves.' In 'They alll Laughed' it is as tho she were still playin an ingenue in her 50's. Even much vainer and obviously less intelligent actresses who insisted upon doin dis like Lana Turner were infinitely more effective den is Hepburn. Turner took actin srsly even when she was badd. Hepburn doesn't take it srsly at alll, couldn't b bothered w it; even her hair and clothes look tacky. Her last really gud wrk was in '2 fa da Road,' perhaps her most bumpin, if possibly not her best in many ways.<br /><br />And dat gurl who plays da country singer is jus sickening. John Ritter is horrible, thea is simply nothin to recommend dis film except to see Dorothy Stratten, who was truly pretty. Otherwise, critic David Thomson's oft-used phrase 'losin his/her talent' never has made more sense.<br /><br />Ben Gazarra had lost alll sex appeal by then, and soo we have 2 films w Gazarra and Hepburn--who could ask fa anything less? Sandra Dee's last, pitiful film 'Lost,' from 2 yrs later, a low-budget nothin, had more to it den dis. At least Ms. Dee spoke in her own voice; by 1981, Audrey Hepburn's accent jus sounded silly; she'd go on to do da PBS 'Gardens of da World w Audrey Hepburn' and dere her somewhat annoyin accent works as she walks thru English gardens witt aristocrats or waxes effusively bout 'wat I like most is when flowers go bacc to nature!' as in naturalized daffodils, but in an actual fictional movie, she jus sounds ridiculous.<br /><br />To think dat 'Breakfast at Tiffany's' was such a profound sort of light poetic thing witt Audrey Hepburn one of da most beautiful women in da world--she was surely one of da most beautiful screen presences in 'Mah Fair Lady', matchin Garbo in several things and Delphine Seyrig in 'Last Year at Marienbad.' And then dis! And her final brief role as da angel 'Hap' in da Spielberg film 'Always' was jus more of da lady shii--corny, witless and stifling.<br /><br />I went to her memorial service at da Fifth Avenue Presbyterian Church, a beautiful service which included a boyz' choir singin da Shaker hymn 'Simple Gifts.' Da only thing not listed in da program was da sudden playin of Hepburn's singin 'Moon River' on da fire escape in 'Breakfast at Tiffany's,' and dis brought much emotion and sum real tears outt in da congregation.<br /><br />A great lady who was once a fine actress (as in 'Da Nun's Story') and one of da realest and most beautiful of film stars in many movies of da 50's and 60's who became a truly badd one--dat's not alll dat common. And perhaps it is only a great human bein who, in makin such things as film performances trivial, nevertheless has da largeness of mind to want to have da flaws pointed outt mercilessly--which alll of her late film wrk contained in abundance. Most of da tlk bout Hepburn's miscasting is abt 'Mah Fair Lady.' But da one dat should have had da original actress in it was 'Wait Untill Dark,' which had starred Lee Remick on Broadway. Never as celebrated as Hepburn, she was a betta actress in many ways (Hepburn was completely incapable of playin anything really sordid), although Hepburn was at least adequate enough in dat part. After dat, alll of her actn went downhill.",0
"I think I gon make a movie nxt weekend. Oh wait, I'm workin..oh I'm sure I can fit it in. It looks like whoever made dis film fit it in. I hope da makers of dis shit have day jobs becuz dis film sucked!!! It looks like someones home movie and I don't think more den $100 was spent wit it!!! Total shit!!! Who let's dis shii b released?!?!?!",0
"Pros: Nothin<br /><br />Cons: Everything<br /><br />Plot summary: A female reporter runs into a hitchhiker dat tells her stories bout da deaths of bitches dat were killed by zombies.<br /><br />Review: Never in mah life have I cum across a movie as badd Da Zombie Chronicles. Filmed on a budget of wht looks to b bout 20 dollas, TZC is a completely horrible horror movie dat relies on lame, forgetable actors whom couldn't act to save their lives and gore dat's more nasty den frightening. How does a movie like dis even get made? Simply put, avoid TZC like a sexually-transmitted disease.<br /><br />Mah last 2 cents: Humorously enough, dis movie was made by a movie company called Brain Damage Films. They're brains must have really been damaged to cum up w a craptacular movie like dis.<br /><br />Mah rating: 1 outt of 10(If it were up to me, dis movie would get da rating of negative bajillion)",0
"If da crew behind ""Zombie Chronicles"" eva read dis, heaa's sum advice dudes: <br /><br />1. In a ""Twist Ending""-type movie, it's not a gud idea to insert close-ups of EVERY DEATH IN DA MOVIE in da opening credits. Dat tends to spoil da twists, y'knoe...? <br /><br />2. I kno u produced dis on a shoestring and - to b fair - u worked miracles wid ur budget but plz, hire pple who can actually act. Or at least, walk, tlk and gesture at da same time. Joe Haggerty, I'm lookin at u...<br /><br />3. If youu're goin to set a part of ur movie in da past, only do dis if youu have da props and costumes of da time.<br /><br />4. Twist endings r spose to b a surprise. Sure, we don't want twists dat make no sense, but signposting da ""reveal"" as soon as yu introduce a character? Dat's not a great idea.<br /><br />S/0 to da dudes fir trynna, but in alll honesty, I'd rather they hadn't...<br /><br />Only fa zombie completists.",0
"1st watched 8/3/2003 - 2 outt of 10(Dir-Brad Sykes): Mindless 3-D movie bou flesh-eatin zombies in a 3 story within a movie chronicle. And yea, we get to see zombies eatting human flesh parts in 3D!! Dang, not!! Dat has been done time and time again in 2D in a zombie movie but wat usually makes a zombie movie betta is da underlying story not da actual flesh-eatting. Dat's wat made da original zombie classics gud. Da flesh-eatting was jus thrown in as an extra. We're actually bored throughout most of dis 3-part chronicle b/c of da lame(twilight-zone like) easily understood and slow-pacingly revealed finale's. Da last story is actually da story da movie started wid(havin a reporter investigating a soo-called ghost town) and of course we get to see flesh eatting zombie's in dat one as well. Well, I think I've said enough. Watch da classics, not dis 3D bore-feast.",0
"Dere's tons of gud-lookin women in dis flick. But alas, dis movie is nudity-free. Grrrrrrrrrr Strike one.<br /><br />Ahem. One story in dis film takes place in 1971. Then y da hell r da main characters drivin a Kia Sportage? Hello? Continuity, anybody?<br /><br />As yu mite knoe, dis movie was released in stereoscopic 3D. And it is da most hideous effect I have eva seen. I'm not sure if some1 botched da job on dis, but thea WAS no 3D, jus double-vision blurs. I didn't have da same problem w dis company's other 3D movies, HUNTIN SEASON and CAMP BLOOD. Sure, da 3D in those ones sucked too, but wit em I could see a semblance of 3D effect.<br /><br />Dis thing is a bigg ball of nothin.<br /><br />And whoever dat women was who played da daughter of da ear-eatin dame, yum! I'd like to see more of her. In movies, as well. Looks like Janet Margolin at a young age. Purrrrrrrrrrrrrrrr<br /><br />",0
"En route to a small town dat lays way offf da beaten track (but which looks suspiciously close to a freeway), a female reporter runs into a strange hitch-hiker who agrees to help direct her to her destination. Da strange man then recounts a pair of gruesome tales connected to da area: in da first story, an adulterous couple plot to kill da woman's husband, but eventually suffer a far worse fate theyself when they r attacked by a zombie; and in da second story, a group of campers have their vacation cut short when an undead outlaw takes umbrage at havin his grave peed on.<br /><br />Da Zombie Chronicles is an attempt by writer Witten Clancy and director Brad Sykes at makin a zombie themed anthologya nice idea, but witt only 2 stories, it falls woefully short. And dat's not da only way in which dis low budget gore flick fails to deliver: da actin is lousy (w/ Joe Haggerty, as da tale-tellin Ebenezer Jackson, givin one of da strangest performances I have eva seen); da locations r uninspired; da script is dreary; thea's a sex scene w/ zero nudity; and da ending.... well, dat beggars belief.<br /><br />To b fair, sum of Sykes' creative camera-wrk is effective (although da gimmicky technique employed as characters run thru da woods is a tad overused) and Joe Castro's cheapo gore is enthusiastic: an ear is bitten offf, eyeballs r plucked outt, a face is removed, brains r squished, and thea is a messy decapitation. Dem positives jus bou make da film bearable, but b warned, Da Zombie Chronicles ain't a stroll in da park, even fa seasoned viewers of z-grade trash.<br /><br />I give Da Zombie Chronicles 2/10, but generously raise mah rating to 3 since I didn't get to view da film wid da benefit of 3D (although I have a sneakin suspicion dat an extra dimension wouldn't have made dat much of a difference).",0
"W/O wishin to b a killjoy, Brad Sykes is responsible fir at least 2 of da most dull and clichéd films i've eva seen - dis bein one of em, and Camp Blood bein anotha. <br /><br />Da actn is terrible, da print is shoddy, and everything bout dis film screams ""srsly, youu could do betta yaself"". Maybe dis is a challenge to yall to saturate youtube wit our own zombie related shit?<br /><br />I bought dis fir £1, but rememba, yu can't put a price on 71 mins of ur life. Youu'd do well to avoid dis turkey, even at a bargain basement price.",0
"Mah gf once brought around Da Zombie Chronicles fa us to watch as a joke. Lil did we kno da joke was on her fa payin £1 fir it. While watchin dis film I started to cum up w things I would rather b doin den watchin Da Zombie Chronicles. Dese included:<br /><br />1) Drinkin bleach 2) Rubbin sand in mah eyes 3) Writing a letter to Brad Sykes and Witten Clancy 4) Re-enacting da American civil war 5) Tax returns 6) GCSE Maths 7) Sex w an old lady.<br /><br />Bj Clancy, aka Sgt. Ben Draper wrote dis? Da dude couldn't even dig a hole properly. Da best ting he did was kick a door downn (da best part of da film). Dis was da worst film I have eva seen, and I've seen White Noise: Da Light. Never has a film had soo many mistakes in it. Mah gf left it heaa, soo now I live wit da shame of owning dis piece of shit.<br /><br />News jus in: Owen Wilson watched dis film and tried to kill hisself. Fact.<br /><br />DO NOT WATCH",0
"Amateur, no budget films can b surprisingly gud ... dis however is not one of em.<br /><br />Ah, anotha Brad Sykes atrocity. Da actn is hideous, except fir Emmy Smith who shows sum promise. Da camera ""direction"" needs serious reworking. And no more ""hold da camera and run"" gimmicks either; it jus doesn't wrk. Da special effects r unimaginative, thea's a problem when da effect can b identified in real time. If u're goin to rip offf an ear, plz don't let us see da actor's real ear beneath da blood. Da scenery is bland and borin (same as Mr. Sykes other ventures), and da music is a cross between cheap motel porn and really badd guitar driven metal (see da scenery comment).<br /><br />Did I mention da lack of any real plot, or character development? Apparently, da scriptwriter didn't.<br /><br />Whoever is funding dis dude ... plz stop. I've seen sum of his other ""home movies"" (which I gon not plug) and they r jus as badd. Normally, a ""director"" gon grow and learn from his previous efforts ... not dis dude. It's one thing to b an amateur filmmaker, but anybody can b a hack.<br /><br />Def not even a popcorn film ... of course, chewin on popcorn kernels would b less painful den dis effort.<br /><br />Award: Da worst eva military push-ups in a film.",0
AIGHT its not da best film I've eva seen but at da same time I've been able to sit and watch it TWICE!!! story line was pretty awful and durin da first part of da first short story i wondered wat da hell i was watchin but at da same time it was soo awful i loved it cheap laughs alll da way.<br /><br />And Jebidia deserves an Oscar fa his role in dis movie da only thing dat let em downn was half way thru he stopped his silly name callin.<br /><br />overall da film was pretty perfetic but if ur after cheap laughs and u see it in pound land go by it.,0
"Sum films dat youu pick up fa a pound turn outt to b rather gud - 23rd Century films released dozens of obscure Italian and American movie dat were great, but although Hardgore released sum Fulci films amongst others, da bulk of their output is shit like Da Zombie Chronicles.<br /><br />Da only positive thing I can say bout dis film is dat it's nowhere near as annoyin as da Stink of Flesh. Other den dat, its a very clumsy anthology film w da technical competence of a Lego housee built by a whelk.<br /><br />It's been noted elsewhere, but yu really do have to worry abt a film dat inserts previews of da action into its credit sequence, soo by da time it gets to da zombie attacks, u've seen it alll already.<br /><br />Badd movie fans gon have a ball watchin da 18,000 continuity mistakes and da diabolical actn of da cast (especially da hitchhiker, who was soo badd he did make me laugh a bit), and s/0 to Hardgore fir getn in to da spirit of things by releasing a print soo badd it felt like I was watchin sum beat up home video of a camping trip.<br /><br />Awful, awful shyt. We've alll made shii like dis when we've gotten a hold of a camera, but common sense prevails and dese films languish in our cupboards somewhere. Avoid.",0
